fraud_event_id,transaction_id,fraud_type,detection_method,fraud_risk_score,ground_truth_status,estimated_loss_inr,detected_ts,primary_reason
FE0000836,TXN000045589,IMPOSSIBLE_TRAVEL,ML,36.4,Confirmed Fraud,1067.81,2026-07-13 20:35:47,Device anomaly
FE0000837,TXN000045605,CARD_NOT_PRESENT,Hybrid,77.9,Confirmed Fraud,1134.96,2026-04-03 17:36:21,Geographic anomaly
FE0000838,TXN000045624,ACCOUNT_TAKEOVER,Hybrid,87.6,Confirmed Fraud,64081.25,2026-03-28 08:14:33,Mule network
FE0000839,TXN000045683,MULE_TRANSFER,Hybrid,70.0,Under Review,231357.12,2026-06-15 20:42:38,Merchant anomaly
FE0000840,TXN000045761,ATM_CASHOUT,Rule,74.0,Under Review,429605.52,2026-06-18 01:17:57,High velocity
FE0000841,TXN000045767,MULE_TRANSFER,ML,56.0,Confirmed Fraud,21273.34,2026-07-19 15:42:41,High velocity
FE0000842,TXN000045939,CARD_NOT_PRESENT,Rule,97.3,Confirmed Fraud,7772.88,2026-07-29 10:15:36,Device anomaly
FE0000843,TXN000045998,MULE_TRANSFER,ML,70.0,Under Review,147844.08,2026-07-01 00:56:02,Device anomaly
FE0000844,TXN000046030,MERCHANT_COLLUSION,Hybrid,48.0,Confirmed Fraud,45566.25,2026-07-20 15:51:13,Mule network
FE0000845,TXN000046032,IMPOSSIBLE_TRAVEL,ML,53.4,False Positive,1577.27,2026-07-27 16:40:02,Mule network
FE0000846,TXN000046043,MULE_TRANSFER,Rule,54.0,Confirmed Fraud,367047.47,2026-02-21 16:50:20,Mule network
FE0000847,TXN000046075,IMPOSSIBLE_TRAVEL,ML,80.4,Confirmed Fraud,514.88,2026-02-10 09:20:40,Geographic anomaly
FE0000848,TXN000046143,CARD_TESTING,Rule,48.0,Under Review,57.56,2026-03-26 22:34:38,Merchant anomaly
FE0000849,TXN000046167,MERCHANT_COLLUSION,Hybrid,56.0,False Positive,31935.83,2026-06-20 06:14:01,Geographic anomaly
FE0000850,TXN000046370,CARD_TESTING,ML,48.0,Confirmed Fraud,4.2,2026-03-15 10:26:29,Device anomaly
FE0000851,TXN000046457,CARD_NOT_PRESENT,ML,66.3,Confirmed Fraud,606.94,2026-03-31 10:42:35,Merchant anomaly
FE0000852,TXN000046474,IMPOSSIBLE_TRAVEL,Rule,69.2,Confirmed Fraud,393.91,2026-03-09 00:26:13,Merchant anomaly
FE0000853,TXN000046477,CARD_TESTING,Hybrid,42.0,Confirmed Fraud,36.07,2026-02-06 06:09:24,High velocity
FE0000854,TXN000046517,ATM_CASHOUT,Hybrid,70.0,Confirmed Fraud,315082.76,2026-03-30 02:33:35,Geographic anomaly
FE0000855,TXN000046704,MERCHANT_COLLUSION,Rule,56.0,Confirmed Fraud,75839.92,2026-05-16 21:09:46,Merchant anomaly
FE0000856,TXN000046720,CARD_TESTING,ML,66.1,Under Review,39.41,2026-06-03 16:59:39,Mule network
FE0000857,TXN000046766,ACCOUNT_TAKEOVER,ML,99,Confirmed Fraud,59771.44,2026-04-26 15:05:57,Mule network
FE0000858,TXN000046996,VELOCITY_ABUSE,Hybrid,45.5,False Positive,982.56,2026-06-24 06:25:49,High velocity
FE0000859,TXN000047013,ACCOUNT_TAKEOVER,Rule,78.4,Confirmed Fraud,435806.67,2026-07-30 09:01:19,Amount deviation
FE0000860,TXN000047043,CARD_TESTING,Hybrid,48.3,Confirmed Fraud,40.85,2026-02-02 10:52:31,High velocity
FE0000861,TXN000047123,CARD_TESTING,Rule,48.0,Under Review,75.65,2026-07-15 06:17:22,Merchant anomaly
FE0000862,TXN000047327,ATM_CASHOUT,Rule,52.0,Confirmed Fraud,179843.33,2026-04-28 23:32:52,Merchant anomaly
FE0000863,TXN000047340,ATM_CASHOUT,Rule,68.0,Under Review,250781.66,2026-02-01 18:51:24,High velocity
FE0000864,TXN000047562,VELOCITY_ABUSE,Hybrid,67.8,Confirmed Fraud,1689.7,2026-02-07 01:20:51,Mule network
FE0000865,TXN000047602,ATM_CASHOUT,Hybrid,52.0,Confirmed Fraud,175418.05,2026-02-28 20:13:17,Mule network
FE0000866,TXN000047658,ATM_CASHOUT,Hybrid,90.0,Confirmed Fraud,162438.01,2026-04-10 01:47:49,Device anomaly
FE0000867,TXN000047716,IMPOSSIBLE_TRAVEL,ML,49.6,Confirmed Fraud,375.68,2026-06-07 08:41:24,Amount deviation
FE0000868,TXN000047789,CARD_TESTING,Hybrid,48.4,Confirmed Fraud,76.78,2026-03-20 17:14:58,Geographic anomaly
FE0000869,TXN000047839,ATM_CASHOUT,ML,76.0,Under Review,207326.89,2026-05-27 13:44:30,Geographic anomaly
FE0000870,TXN000047844,IMPOSSIBLE_TRAVEL,ML,41.1,Confirmed Fraud,229.45,2026-06-18 07:25:11,Amount deviation
FE0000871,TXN000047976,IMPOSSIBLE_TRAVEL,Hybrid,81.2,Confirmed Fraud,3721.65,2026-02-09 03:54:50,Mule network
FE0000872,TXN000048232,IMPOSSIBLE_TRAVEL,ML,61.6,Confirmed Fraud,2298.58,2026-06-10 15:35:23,High velocity
FE0000873,TXN000048247,MERCHANT_COLLUSION,ML,70.0,Under Review,44001.38,2026-07-29 03:36:31,Device anomaly
FE0000874,TXN000048292,ATM_CASHOUT,ML,76.0,Confirmed Fraud,372330.6,2026-07-22 10:25:47,Merchant anomaly
FE0000875,TXN000048308,CARD_NOT_PRESENT,Rule,87.0,Confirmed Fraud,336.57,2026-04-01 12:05:37,Mule network
FE0000876,TXN000048334,VELOCITY_ABUSE,Rule,78.8,False Positive,333.34,2026-02-18 03:16:51,Mule network
FE0000877,TXN000048389,IMPOSSIBLE_TRAVEL,Rule,65.0,False Positive,1772.53,2026-02-23 03:50:07,Geographic anomaly
FE0000878,TXN000048402,IMPOSSIBLE_TRAVEL,ML,74.0,Confirmed Fraud,1745.05,2026-02-14 13:41:32,Device anomaly
FE0000879,TXN000048440,ATM_CASHOUT,ML,68.0,False Positive,276477.62,2026-02-15 14:21:06,Amount deviation
FE0000880,TXN000048455,CARD_TESTING,Hybrid,48.3,Confirmed Fraud,6.94,2026-04-07 12:19:45,Merchant anomaly
FE0000881,TXN000048507,IMPOSSIBLE_TRAVEL,Rule,72.1,False Positive,1236491.53,2026-03-29 02:36:30,Geographic anomaly
FE0000882,TXN000048533,CARD_NOT_PRESENT,Rule,84.2,Confirmed Fraud,402.98,2026-05-04 03:44:12,Geographic anomaly
FE0000883,TXN000048634,MULE_TRANSFER,Hybrid,54.0,False Positive,208257.06,2026-03-23 18:08:04,Mule network
FE0000884,TXN000048659,MULE_TRANSFER,Hybrid,74.0,Under Review,224631.17,2026-07-02 00:14:09,High velocity
FE0000885,TXN000048691,CARD_TESTING,Hybrid,66.4,Confirmed Fraud,92.47,2026-05-28 12:38:06,Amount deviation
FE0000886,TXN000048698,VELOCITY_ABUSE,ML,62.0,Confirmed Fraud,253.13,2026-04-29 08:22:30,Geographic anomaly
FE0000887,TXN000048742,ATM_CASHOUT,ML,50.0,Under Review,145288.55,2026-06-12 13:55:38,Merchant anomaly
FE0000888,TXN000048812,ATM_CASHOUT,Hybrid,50.0,Confirmed Fraud,242787.48,2026-07-03 13:16:38,Amount deviation
FE0000889,TXN000048831,CARD_NOT_PRESENT,Hybrid,76.8,Under Review,155.95,2026-02-26 22:34:36,Merchant anomaly
FE0000890,TXN000048908,CARD_TESTING,Rule,80.1,Confirmed Fraud,72.45,2026-02-28 02:07:19,Amount deviation
FE0000891,TXN000048947,IMPOSSIBLE_TRAVEL,Hybrid,67.7,False Positive,6411.83,2026-07-27 17:11:03,Geographic anomaly
FE0000892,TXN000049129,ATM_CASHOUT,Rule,50.0,False Positive,398279.39,2026-02-01 11:33:35,Amount deviation
FE0000893,TXN000049155,CARD_TESTING,Hybrid,48.1,Confirmed Fraud,18.42,2026-07-18 16:34:14,Geographic anomaly
FE0000894,TXN000049186,ACCOUNT_TAKEOVER,Rule,93.3,False Positive,132038.14,2026-04-17 08:42:01,Mule network
FE0000895,TXN000049234,IMPOSSIBLE_TRAVEL,Rule,50.0,Under Review,556.93,2026-02-16 21:36:28,Geographic anomaly
FE0000896,TXN000049326,VELOCITY_ABUSE,Rule,56.5,Confirmed Fraud,479.6,2026-06-21 04:14:52,High velocity
FE0000897,TXN000049393,CARD_NOT_PRESENT,Rule,69.7,Confirmed Fraud,1283.92,2026-07-13 05:34:07,Geographic anomaly
FE0000898,TXN000049446,VELOCITY_ABUSE,Rule,69.6,Confirmed Fraud,692.71,2026-04-04 04:14:24,Merchant anomaly
FE0000899,TXN000049487,MULE_TRANSFER,Hybrid,52.0,Confirmed Fraud,141882.64,2026-04-29 10:06:46,Mule network
FE0000900,TXN000049540,VELOCITY_ABUSE,ML,75.7,Confirmed Fraud,2198.34,2026-06-28 20:25:00,High velocity
FE0000901,TXN000049575,VELOCITY_ABUSE,Rule,63.6,Under Review,833.69,2026-07-02 08:26:13,Geographic anomaly
FE0000902,TXN000049650,ACCOUNT_TAKEOVER,Hybrid,86.8,Under Review,279611.62,2026-07-26 13:22:27,Mule network
FE0000903,TXN000049771,ACCOUNT_TAKEOVER,Rule,85.0,Confirmed Fraud,390372.26,2026-02-07 14:01:49,Mule network
FE0000904,TXN000049800,MERCHANT_COLLUSION,Rule,50.0,Confirmed Fraud,120415.89,2026-04-25 08:12:31,Merchant anomaly
FE0000905,TXN000049837,CARD_TESTING,Rule,66.2,Confirmed Fraud,28.18,2026-05-21 01:30:53,Mule network
FE0000906,TXN000049939,ACCOUNT_TAKEOVER,Hybrid,94.0,Under Review,181358.31,2026-07-16 12:34:10,Mule network
FE0000907,TXN000049959,MULE_TRANSFER,Hybrid,52.0,False Positive,366916.39,2026-06-15 20:15:24,Amount deviation
